StudentID,StudentFName,StudentLName,StudentDOB,StudentPhoneNumber,StudentEmail,StudentTypeID
635,Martha,Garza,11/26/1983 3:56,46-(863)927-4201,mgarza@school.edu,2
636,Louis,Anderson,11/20/1992 6:38,380-(134)217-6342,landerson@school.edu,2
637,Martin,Diaz,7/21/1997 2:15,351-(521)604-8318,mdiaz@school.edu,4
638,Louis,Snyder,5/5/1987 20:29,380-(259)111-1161,lsnyder@school.edu,1
639,Ruth,Jones,6/27/1986 19:19,62-(366)798-7084,rjones@school.edu,2
640,Eric,Romero,9/27/1996 15:53,238-(102)944-4029,eromero@school.edu,3
641,Lillian,Turner,11/13/1980 5:45,86-(165)983-9824,lturner@school.edu,2
642,Jessica,Johnston,1/6/1980 19:43,7-(960)868-3567,jjohnston@school.edu,4
643,Rebecca,Mitchell,8/25/1989 17:11,234-(596)755-7407,rmitchell@school.edu,1
644,Jack,Graham,5/23/1993 22:37,63-(923)460-8163,jgraham@school.edu,1
645,Louis,Gordon,10/14/1992 2:08,353-(796)622-0203,lgordon@school.edu,4
646,Philip,Berry,8/4/1986 14:26,7-(551)615-3088,pberry@school.edu,4
647,Donna,Watkins,11/13/1994 4:32,972-(146)556-6066,dwatkins@school.edu,5
648,Teresa,Cox,7/7/1982 17:27,266-(579)381-2111,tcox@school.edu,1
649,Angela,Dixon,5/21/1990 22:15,27-(935)986-5359,adixon@school.edu,4
650,Jessica,Robertson,4/6/1983 14:49,62-(412)552-0863,jrobertson@school.edu,4
651,Richard,Boyd,1/17/1995 10:05,48-(561)510-2188,rboyd@school.edu,1
652,Rachel,Moore,5/18/1989 22:09,62-(499)362-2995,rmoore@school.edu,3
653,Sara,Hanson,5/31/1980 16:47,506-(379)123-3499,shanson@school.edu,2
654,Betty,Myers,8/20/1995 11:02,86-(442)489-9301,bmyers@school.edu,3
655,Evelyn,Evans,6/24/1981 3:24,62-(199)958-1917,eevans@school.edu,3
656,Janet,Perez,12/28/1994 12:26,81-(304)495-8049,jperez@school.edu,4
657,Rose,Martinez,2/15/1983 2:34,380-(789)269-2635,rmartinez@school.edu,3
658,Rachel,Garrett,11/7/1980 10:32,62-(160)452-9353,rgarrett@school.edu,4
659,Diane,Tucker,10/21/1990 4:33,86-(862)972-6459,dtucker@school.edu,2
660,Howard,Simpson,3/3/1991 23:17,595-(197)368-4081,hsimpson@school.edu,2
661,Daniel,Owens,6/24/1992 9:26,86-(816)161-9347,dowens@school.edu,3
662,Jean,Gilbert,1/31/1997 6:03,420-(872)126-0782,jgilbert@school.edu,4
663,Nicholas,Greene,8/13/1995 4:26,374-(960)237-7215,ngreene@school.edu,4
664,Ralph,Taylor,8/4/1993 4:43,670-(916)913-2473,rtaylor@school.edu,2
665,Julia,Bishop,9/15/1984 2:23,86-(154)296-0867,jbishop@school.edu,3
666,Joan,Cooper,7/3/1993 22:09,34-(790)843-2145,jcooper@school.edu,2
667,Dennis,Morrison,10/22/1982 15:37,86-(644)660-2726,dmorrison@school.edu,3
668,Johnny,Garza,8/27/1996 21:08,62-(810)504-4883,jgarza@school.edu,4
669,Mark,Spencer,10/8/1991 7:16,63-(608)643-1344,mspencer@school.edu,3
670,Andrew,Hill,1/25/1995 7:18,62-(891)786-7161,ahill@school.edu,2
671,Dorothy,Garcia,7/26/1981 15:18,86-(898)277-6761,dgarcia@school.edu,4
672,Denise,Barnes,1/16/1989 18:06,82-(445)617-4996,dbarnes@school.edu,2
673,Harry,Alexander,7/17/1980 3:48,86-(470)595-1718,halexander@school.edu,5
674,Antonio,Fields,11/6/1993 4:42,1-(405)153-0284,afields@school.edu,4
675,Juan,Weaver,4/23/1991 3:55,970-(413)322-1836,jweaver@school.edu,2
676,William,Reynolds,7/13/1983 5:21,351-(284)112-8931,wreynolds@school.edu,4
677,Cynthia,Campbell,3/8/1994 15:58,383-(289)565-6967,ccampbell@school.edu,2
678,Roy,Stevens,2/27/1992 20:27,503-(134)303-4472,rstevens@school.edu,2
679,Ruby,Chapman,1/6/1983 23:43,351-(304)670-3152,rchapman@school.edu,2
680,Lois,Boyd,7/3/1983 17:18,31-(934)946-7303,lboyd@school.edu,2
681,Gerald,Shaw,5/21/1992 2:36,39-(379)460-9041,gshaw@school.edu,5
682,Paul,Harvey,2/20/1985 1:13,48-(962)589-5405,pharvey@school.edu,2
683,Jeffrey,Alvarez,11/21/1992 20:43,81-(139)617-1687,jalvarez@school.edu,4
684,Christine,Sullivan,12/12/1981 19:36,86-(402)976-1892,csullivan@school.edu,4
685,Stephanie,Carr,1/23/1981 3:06,86-(531)679-4898,scarr@school.edu,2
686,Ruth,Henry,12/19/1986 3:36,33-(202)529-0607,rhenry@school.edu,4
687,Gloria,Fisher,2/17/1997 22:14,591-(769)690-0799,gfisher@school.edu,3
688,Denise,Cooper,3/27/1991 10:52,7-(553)838-4701,dcooper@school.edu,4
689,Diane,Vasquez,5/13/1990 9:35,82-(536)100-4954,dvasquez@school.edu,3
690,Aaron,Gutierrez,8/22/1984 6:11,33-(854)198-2076,agutierrez@school.edu,3
691,Harry,Alexander,2/23/1981 19:38,86-(607)252-8705,halexander@school.edu,4
692,Donna,Hill,10/10/1985 23:35,51-(216)858-7854,dhill@school.edu,2
693,Sean,Kelly,11/21/1990 4:18,7-(542)626-3623,skelly@school.edu,3
694,Ralph,Davis,4/25/1984 19:56,51-(271)824-5964,rdavis@school.edu,5
695,Laura,Peterson,3/6/1986 11:29,48-(618)103-1576,lpeterson@school.edu,1
696,Maria,Boyd,6/1/1986 11:35,86-(366)160-9426,mboyd@school.edu,4
697,Melissa,Snyder,11/22/1991 13:19,55-(205)496-7217,msnyder@school.edu,2
698,Debra,King,1/26/1981 19:34,63-(751)271-7992,dking@school.edu,5
699,Shawn,Kelley,7/14/1991 18:08,86-(627)403-5039,skelley@school.edu,3
700,Maria,Bryant,4/19/1992 6:30,81-(240)807-4809,mbryant@school.edu,2
701,Peter,Edwards,2/23/1997 0:03,62-(143)440-7015,pedwards@school.edu,4
702,Joshua,Knight,1/2/1981 14:01,1-(585)681-5201,jknight@school.edu,5
703,Keith,Arnold,6/4/1981 22:36,86-(169)143-6610,karnold@school.edu,4
704,Brandon,Barnes,8/8/1993 0:21,84-(285)579-5077,bbarnes@school.edu,4
705,Margaret,Cunningham,1/26/1992 6:52,47-(841)104-7565,mcunningham@school.edu,3
706,Fred,Mccoy,7/18/1991 8:20,30-(667)466-2157,fmccoy@school.edu,4
707,Emily,Shaw,2/16/1983 6:04,975-(153)205-9940,eshaw@school.edu,4
708,Nicole,Morales,6/26/1989 13:04,63-(878)514-6091,nmorales@school.edu,1
709,Rose,Mccoy,7/25/1980 6:41,61-(730)469-3841,rmccoy@school.edu,3
710,Johnny,Pierce,8/11/1981 8:39,872-(230)614-0961,jpierce@school.edu,2
711,Mark,Ray,6/10/1981 2:11,62-(541)939-3646,mray@school.edu,4
712,Brenda,Stephens,1/5/1990 21:28,86-(785)173-4580,bstephens@school.edu,4
713,Mildred,Butler,5/8/1992 0:20,420-(523)652-4356,mbutler@school.edu,3
714,Norma,Morrison,1/10/1994 5:50,48-(940)784-7190,nmorrison@school.edu,3
715,Billy,Turner,3/31/1983 7:22,86-(707)489-1045,bturner@school.edu,2
716,Johnny,Weaver,2/6/1985 10:30,62-(566)647-2644,jweaver@school.edu,2
717,Carl,Roberts,9/21/1983 0:11,63-(531)371-7494,croberts@school.edu,4
718,George,Wells,1/8/1984 3:37,389-(775)256-2389,gwells@school.edu,4
719,Billy,Morales,12/9/1990 5:02,55-(894)339-3043,bmorales@school.edu,2
720,Jimmy,Jacobs,4/12/1986 19:51,63-(103)326-4759,jjacobs@school.edu,2
721,Maria,Castillo,12/1/1986 18:30,7-(221)926-8990,mcastillo@school.edu,4
722,Henry,Hawkins,12/6/1988 13:39,57-(861)139-7920,hhawkins@school.edu,2
723,Terry,Mason,7/24/1986 2:26,351-(276)521-8108,tmason@school.edu,2
724,Sharon,Webb,5/23/1993 6:45,234-(133)181-8429,swebb@school.edu,2
725,Janet,Vasquez,5/4/1980 19:34,63-(276)839-6321,jvasquez@school.edu,3
726,Pamela,Fowler,10/9/1995 9:04,55-(452)378-7674,pfowler@school.edu,4
727,Lori,Hicks,7/10/1995 17:07,351-(571)541-1725,lhicks@school.edu,4
728,Susan,Watkins,10/6/1997 6:10,86-(294)798-9945,swatkins@school.edu,4
729,Joyce,Mason,2/25/1991 1:48,60-(847)761-4574,jmason@school.edu,4
730,Johnny,Kennedy,11/28/1988 21:19,92-(443)139-1837,jkennedy@school.edu,3
731,Virginia,Harris,12/16/1985 13:07,86-(610)461-6395,vharris@school.edu,3
732,Carol,Allen,4/23/1981 20:45,62-(895)826-1291,callen@school.edu,4
733,Julia,Greene,5/9/1989 19:47,7-(168)975-1982,jgreene@school.edu,4
734,Aaron,Robertson,8/22/1985 11:02,63-(837)530-9330,arobertson@school.edu,4
735,Carol,Peters,3/2/1990 6:55,62-(951)162-7757,cpeters@school.edu,2
736,Denise,Hunt,1/20/1995 10:24,420-(273)287-8040,dhunt@school.edu,3
737,Donald,Snyder,7/8/1989 14:12,86-(975)452-3935,dsnyder@school.edu,3
738,Martha,Lawrence,7/24/1984 4:08,62-(173)202-0439,mlawrence@school.edu,3
739,Paul,Ortiz,1/1/1989 5:19,63-(603)542-4269,portiz@school.edu,3
740,Anne,Hill,6/25/1992 23:00,385-(302)955-3476,ahill@school.edu,4
741,Harry,Miller,8/14/1991 13:34,370-(745)841-5425,hmiller@school.edu,4
742,James,Russell,5/24/1987 17:37,55-(797)740-9726,jrussell@school.edu,4
743,Bobby,Fuller,5/28/1980 11:38,46-(891)708-9216,bfuller@school.edu,2
744,Sharon,Cox,1/2/1990 8:16,86-(197)671-1124,scox@school.edu,4
745,Sharon,Williamson,2/17/1994 22:30,994-(675)641-7634,swilliamson@school.edu,5
746,Stephen,Austin,8/13/1985 10:15,7-(110)441-2623,saustin@school.edu,4
747,Frances,Woods,5/22/1990 23:35,49-(187)870-5557,fwoods@school.edu,5
748,Emily,Burton,3/29/1995 4:43,98-(938)902-0263,eburton@school.edu,3
749,Melissa,George,6/22/1996 3:54,7-(730)123-5443,mgeorge@school.edu,3
750,Anna,Howell,11/11/1984 16:00,57-(158)581-0014,ahowell@school.edu,2
751,Andrea,Gordon,12/15/1981 10:15,355-(502)685-1859,agordon@school.edu,2
752,Alice,Gardner,1/21/1989 6:03,62-(325)263-4439,agardner@school.edu,5
753,Ruby,Collins,4/10/1992 17:12,86-(209)630-4200,rcollins@school.edu,3
754,Phillip,Cruz,12/13/1991 22:35,66-(438)551-3562,pcruz@school.edu,4
755,Jimmy,Bailey,9/28/1991 19:24,86-(698)703-7162,jbailey@school.edu,4
756,Angela,Andrews,6/19/1984 21:15,7-(183)703-5273,aandrews@school.edu,2
757,Roger,Bell,3/2/1980 18:54,86-(879)558-0974,rbell@school.edu,1
758,Janet,Gutierrez,1/21/1984 0:59,51-(706)386-0567,jgutierrez@school.edu,2
759,Mark,Scott,1/31/1988 13:10,509-(542)549-4851,mscott@school.edu,2
760,Bobby,Edwards,6/27/1989 23:09,1-(601)536-0367,bedwards@school.edu,4
761,Sara,West,4/10/1988 23:35,63-(797)426-8061,swest@school.edu,1
762,Wanda,Cox,9/17/1988 2:10,58-(368)643-5819,wcox@school.edu,5
763,Phillip,Hall,1/26/1986 17:20,86-(764)707-4715,phall@school.edu,4
764,Judy,Walker,3/23/1987 7:06,62-(836)295-4497,jwalker@school.edu,2
765,Alice,Powell,1/25/1991 7:36,86-(728)874-1490,apowell@school.edu,2
766,Barbara,Patterson,1/30/1992 1:51,86-(989)782-0183,bpatterson@school.edu,2
767,Julie,Crawford,1/10/1990 23:39,62-(648)628-1339,jcrawford@school.edu,5
768,Maria,Howard,6/28/1987 1:33,93-(515)572-7248,mhoward@school.edu,4
769,Russell,Greene,6/11/1989 22:40,86-(805)597-2104,rgreene@school.edu,4
770,Eugene,Wagner,7/18/1983 1:58,30-(113)620-7938,ewagner@school.edu,2
771,Pamela,Hamilton,10/15/1984 11:22,967-(533)301-6689,phamilton@school.edu,2
772,Michelle,Garrett,2/19/1995 16:08,30-(872)904-3023,mgarrett@school.edu,3
773,Rebecca,Murray,9/14/1990 17:49,63-(601)971-6004,rmurray@school.edu,5
774,Sara,Wood,12/27/1993 14:11,86-(429)469-1340,swood@school.edu,3
775,Karen,Baker,7/19/1986 21:49,62-(418)809-9119,kbaker@school.edu,3
776,Katherine,Edwards,1/7/1991 16:08,58-(521)361-0034,kedwards@school.edu,1
777,Shawn,Carroll,3/26/1992 6:38,92-(502)128-4773,scarroll@school.edu,4
778,Denise,Jordan,6/2/1982 5:59,86-(975)837-0661,djordan@school.edu,4
779,Fred,Fowler,11/7/1984 14:25,48-(151)864-2068,ffowler@school.edu,1
780,Bonnie,Baker,12/7/1981 1:32,1-(781)199-1855,bbaker@school.edu,5
781,Carolyn,Warren,5/16/1995 8:54,356-(792)501-5564,cwarren@school.edu,4
782,Craig,Ward,1/6/1991 14:20,86-(188)695-4094,cward@school.edu,4
783,Beverly,Woods,6/9/1989 16:16,62-(640)423-5055,bwoods@school.edu,2
784,Raymond,Garcia,6/6/1980 6:00,420-(499)233-8226,rgarcia@school.edu,2
785,Tina,Armstrong,12/26/1985 22:22,48-(322)657-1544,tarmstrong@school.edu,3
786,Joyce,King,6/7/1986 4:25,62-(212)283-6490,jking@school.edu,1
787,Evelyn,Russell,1/31/1989 5:05,33-(381)170-4341,erussell@school.edu,2
788,Jeremy,Elliott,4/14/1986 20:59,33-(198)421-3238,jelliott@school.edu,2
789,Brenda,Graham,10/2/1980 22:10,226-(630)943-4191,bgraham@school.edu,3
790,Doris,Gonzales,12/4/1990 15:52,1-(101)541-0723,dgonzales@school.edu,1
791,Patricia,Boyd,5/11/1982 17:10,7-(269)119-6112,pboyd@school.edu,1
792,Jack,Romero,3/31/1985 10:09,7-(164)282-3175,jromero@school.edu,3
793,Brandon,Ortiz,3/17/1996 18:07,86-(621)161-7614,bortiz@school.edu,3
794,Todd,Price,8/31/1981 14:23,86-(126)326-8651,tprice@school.edu,4
795,Louise,Fuller,12/13/1995 5:14,7-(544)506-9955,lfuller@school.edu,2
796,Justin,Richards,2/8/1997 3:13,380-(870)305-7058,jrichards@school.edu,1
797,Russell,Allen,12/6/1997 0:57,86-(267)729-8693,rallen@school.edu,2
798,Timothy,Gardner,3/6/1997 11:00,254-(576)637-7903,tgardner@school.edu,2
799,Steve,Frazier,5/13/1987 0:00,86-(226)836-2894,sfrazier@school.edu,4
800,Tammy,Anderson,3/17/1989 4:35,370-(589)151-3739,tanderson@school.edu,3
801,Jason,Payne,9/2/1997 20:41,46-(705)375-4739,jpayne@school.edu,5
802,Diana,Ross,9/21/1989 10:22,66-(152)131-0019,dross@school.edu,2
803,Adam,Elliott,1/24/1991 16:59,86-(675)471-7881,aelliott@school.edu,3
804,Sara,Jones,10/11/1993 20:52,7-(469)932-8872,sjones@school.edu,2
805,Irene,Elliott,11/16/1982 23:38,351-(357)751-9895,ielliott@school.edu,5
806,Jimmy,Smith,11/19/1980 5:28,62-(622)976-5014,jsmith@school.edu,4
807,Billy,Rodriguez,10/12/1981 21:08,351-(662)826-9533,brodriguez@school.edu,4
808,Brian,Garcia,9/11/1982 13:13,380-(966)732-8162,bgarcia@school.edu,3
809,Phyllis,Reid,1/21/1995 22:23,54-(819)323-2060,preid@school.edu,2
810,Jane,Larson,3/1/1988 21:32,383-(164)312-0425,jlarson@school.edu,5
811,Frank,Cox,10/13/1992 14:35,351-(884)196-3451,fcox@school.edu,3
812,Mary,Green,9/26/1991 4:23,62-(214)830-0635,mgreen@school.edu,5
813,Paul,Watson,5/6/1992 6:04,355-(746)553-9894,pwatson@school.edu,3
814,Linda,Marshall,4/21/1983 20:39,972-(857)724-1953,lmarshall@school.edu,2
815,Gregory,Kim,6/15/1981 18:18,86-(680)844-4362,gkim@school.edu,1
816,Barbara,Hunter,7/27/1995 14:05,81-(741)827-7981,bhunter@school.edu,3
817,Tina,Jenkins,1/23/1982 21:36,86-(126)477-8599,tjenkins@school.edu,4
818,Anthony,King,7/1/1982 23:35,86-(154)507-3403,aking@school.edu,3
819,Jerry,Webb,7/9/1991 4:33,48-(419)892-6793,jwebb@school.edu,5
820,Heather,Richards,8/20/1989 23:56,55-(862)224-1333,hrichards@school.edu,5
821,Marilyn,Castillo,9/11/1981 5:36,52-(128)273-2407,mcastillo@school.edu,2
822,Julia,Burton,11/21/1992 19:04,86-(758)538-4943,jburton@school.edu,3
823,Christine,Morgan,12/28/1988 7:47,7-(439)495-8926,cmorgan@school.edu,3
824,Billy,Carr,1/23/1996 10:20,86-(321)520-8461,bcarr@school.edu,2
825,Louis,Medina,6/18/1991 15:15,98-(996)401-0814,lmedina@school.edu,4
826,Gregory,Fernandez,1/13/1995 2:46,62-(147)128-8446,gfernandez@school.edu,4
827,Bobby,Morris,11/14/1980 5:13,33-(989)104-2728,bmorris@school.edu,4
828,Patrick,Olson,6/10/1983 23:08,46-(343)842-3455,polson@school.edu,4
829,Jesse,Hernandez,5/20/1988 10:54,62-(620)885-8992,jhernandez@school.edu,3
830,Justin,Hernandez,2/20/1987 8:35,63-(106)445-2292,jhernandez@school.edu,4
831,Beverly,Dixon,6/26/1995 9:33,86-(597)252-5441,bdixon@school.edu,5
832,Steve,Dixon,2/3/1995 22:55,86-(677)701-3878,sdixon@school.edu,3
833,Debra,Mitchell,2/7/1985 14:58,55-(113)110-2828,dmitchell@school.edu,2
834,Johnny,Hanson,11/13/1997 9:23,380-(354)494-2629,jhanson@school.edu,2
835,Andrea,Coleman,7/25/1982 9:06,506-(592)301-2517,acoleman@school.edu,3
836,Jean,Carter,7/29/1992 21:26,51-(561)542-1273,jcarter@school.edu,3
837,William,Rogers,8/7/1983 15:54,420-(774)582-7776,wrogers@school.edu,5
838,Louise,Martinez,6/19/1988 15:35,55-(650)592-2914,lmartinez@school.edu,1
839,Juan,Smith,4/1/1993 14:59,233-(358)526-3162,jsmith@school.edu,3
840,Deborah,Ray,2/8/1993 17:27,420-(839)833-7265,dray@school.edu,4
841,Doris,Roberts,1/29/1997 1:51,95-(441)351-6824,droberts@school.edu,1
842,Rachel,Reyes,10/1/1981 5:36,256-(866)991-4440,rreyes@school.edu,3
843,Denise,Larson,11/27/1986 18:27,63-(716)692-6880,dlarson@school.edu,2
844,Joan,Wallace,11/21/1989 2:27,27-(518)763-0960,jwallace@school.edu,5
845,Ryan,Allen,2/4/1984 7:13,237-(874)735-2297,rallen@school.edu,4
846,Arthur,Jones,9/6/1992 8:14,20-(693)952-7955,ajones@school.edu,3
847,Marilyn,Willis,9/15/1987 11:07,1-(877)191-1788,mwillis@school.edu,2
848,Doris,Williamson,11/10/1990 3:30,86-(295)407-7795,dwilliamson@school.edu,4
849,Joseph,Tucker,12/30/1995 18:49,62-(220)249-4589,jtucker@school.edu,2
850,Nicholas,Mills,3/18/1982 8:37,46-(625)371-8412,nmills@school.edu,3
851,Kathy,Rivera,3/24/1983 8:14,598-(663)842-8599,krivera@school.edu,4
852,Annie,Mcdonald,2/10/1986 21:10,359-(733)847-9640,amcdonald@school.edu,2
853,David,Hall,3/25/1996 6:29,63-(441)275-3674,dhall@school.edu,2
854,Norma,Gonzales,8/26/1981 16:05,63-(596)822-5034,ngonzales@school.edu,4
855,Julia,Williamson,8/25/1996 11:45,420-(874)779-4616,jwilliamson@school.edu,3
856,Anthony,Lynch,5/11/1997 6:33,86-(721)739-8779,alynch@school.edu,5
857,Richard,Olson,12/20/1983 22:03,7-(560)733-7384,rolson@school.edu,2
858,Chris,Wagner,4/8/1984 4:53,98-(926)483-9382,cwagner@school.edu,2
859,Earl,Mccoy,3/8/1984 21:04,505-(603)227-3921,emccoy@school.edu,2
860,Frances,Lopez,8/4/1983 17:27,359-(369)347-0207,flopez@school.edu,3
861,Jonathan,Warren,10/8/1995 20:00,86-(512)102-1859,jwarren@school.edu,3
862,Irene,Henry,6/16/1992 6:06,53-(417)491-2819,ihenry@school.edu,4
863,Joe,Baker,7/31/1981 2:04,86-(808)289-3469,jbaker@school.edu,4
864,Marilyn,Vasquez,9/26/1985 18:35,850-(150)612-9383,mvasquez@school.edu,4
865,Jason,Palmer,12/10/1981 12:51,46-(393)860-4428,jpalmer@school.edu,3
866,Jesse,Rodriguez,3/8/1989 12:47,420-(890)476-2067,jrodriguez@school.edu,4
867,Daniel,Franklin,7/21/1997 16:24,7-(616)841-1654,dfranklin@school.edu,3
868,Evelyn,Carpenter,1/7/1985 7:18,7-(827)278-9019,ecarpenter@school.edu,2
869,Larry,Stewart,10/18/1996 6:56,54-(750)730-0599,lstewart@school.edu,3
870,Linda,Baker,3/26/1996 14:28,503-(560)551-9448,lbaker@school.edu,1
871,Joe,Jacobs,8/22/1989 21:16,86-(585)340-8537,jjacobs@school.edu,4
872,Terry,Hernandez,5/3/1995 11:40,86-(177)846-0911,thernandez@school.edu,3
873,Christina,Chavez,12/25/1982 13:01,54-(336)430-3909,cchavez@school.edu,3
874,Marilyn,Stevens,5/2/1992 13:34,86-(163)222-8635,mstevens@school.edu,4
875,Jack,Ellis,8/13/1989 12:25,86-(521)942-8898,jellis@school.edu,2
876,Beverly,Smith,6/23/1984 18:49,46-(514)781-4508,bsmith@school.edu,3
877,Gerald,Mitchell,3/27/1988 21:20,976-(299)186-2056,gmitchell@school.edu,3
878,Matthew,Bowman,6/22/1995 1:38,86-(604)121-9942,mbowman@school.edu,2
879,Diane,Greene,9/4/1992 7:01,34-(164)154-0488,dgreene@school.edu,5
880,Gregory,Riley,11/11/1994 21:33,51-(874)419-8659,griley@school.edu,4
881,Shawn,Ross,5/31/1993 0:59,86-(570)475-9631,sross@school.edu,4
882,Bonnie,Gibson,11/11/1991 10:56,62-(484)111-3998,bgibson@school.edu,3
883,Heather,Powell,5/27/1991 9:22,86-(487)720-2870,hpowell@school.edu,2
884,Mildred,Hernandez,12/10/1988 19:53,62-(223)722-1366,mhernandez@school.edu,5
885,Steven,Cole,5/10/1991 18:04,48-(160)966-1273,scole@school.edu,3
886,Deborah,Taylor,7/28/1992 22:46,359-(183)982-0550,dtaylor@school.edu,4
887,Gary,Harvey,11/14/1990 4:06,224-(994)105-7662,gharvey@school.edu,3
888,Kenneth,Jenkins,1/31/1995 7:26,62-(915)262-0399,kjenkins@school.edu,1
889,William,Duncan,9/22/1981 0:50,92-(764)578-7624,wduncan@school.edu,4
890,Patricia,Foster,5/26/1983 0:51,93-(961)712-2986,pfoster@school.edu,3
891,Amy,Mcdonald,8/2/1988 14:24,62-(953)314-9605,amcdonald@school.edu,2
892,Brenda,Ryan,6/28/1989 19:48,55-(105)294-4997,bryan@school.edu,1
893,Bonnie,Allen,10/30/1993 10:45,55-(906)176-0511,ballen@school.edu,3
894,Lillian,Allen,1/7/1992 17:56,420-(811)841-0925,lallen@school.edu,1
895,Victor,Hanson,9/30/1994 7:35,63-(332)387-0540,vhanson@school.edu,3
896,Phyllis,Alvarez,10/2/1995 20:00,502-(505)658-3769,palvarez@school.edu,3
897,Jean,Garrett,6/15/1996 20:24,351-(411)663-3742,jgarrett@school.edu,1
898,Eric,Elliott,7/14/1991 15:18,420-(917)653-4933,eelliott@school.edu,4
899,Benjamin,Sanders,10/30/1993 14:28,92-(463)301-5510,bsanders@school.edu,2
900,Jennifer,Carter,10/10/1989 12:33,92-(354)500-6356,jcarter@school.edu,3
901,Charles,Reyes,3/20/1989 20:56,687-(914)230-2491,creyes@school.edu,3
902,Angela,Hunt,3/23/1990 1:24,7-(339)714-6416,ahunt@school.edu,3
903,Marie,George,1/31/1985 9:28,48-(422)318-2549,mgeorge@school.edu,2
904,Eugene,Harris,8/27/1989 1:37,58-(628)728-1426,eharris@school.edu,5
905,Theresa,Fernandez,5/29/1994 12:09,358-(173)604-8282,tfernandez@school.edu,3
906,Rachel,Chapman,10/10/1983 6:43,30-(768)864-5407,rchapman@school.edu,5
907,Diana,Riley,6/16/1997 1:15,52-(527)234-7029,driley@school.edu,2
908,Brenda,Morrison,8/14/1995 5:14,62-(367)563-1604,bmorrison@school.edu,4
909,Tina,Edwards,7/24/1989 0:06,63-(838)742-7118,tedwards@school.edu,3
910,Ann,Brown,11/26/1995 3:55,62-(620)276-1878,abrown@school.edu,4
911,Victor,Chapman,9/4/1994 13:39,62-(116)100-3320,vchapman@school.edu,2
912,Stephanie,Stephens,4/12/1990 16:47,86-(843)702-0167,sstephens@school.edu,2
913,Paula,Carpenter,2/3/1980 13:57,63-(126)449-3618,pcarpenter@school.edu,2
914,Kenneth,Adams,9/29/1989 14:30,86-(592)877-6727,kadams@school.edu,5
915,Willie,James,12/21/1982 13:39,51-(776)124-9399,wjames@school.edu,3
916,Stephen,Henry,12/20/1984 5:17,254-(175)765-5942,shenry@school.edu,4
917,Helen,Cruz,12/11/1980 1:57,420-(900)946-0380,hcruz@school.edu,4
918,Paul,Welch,12/25/1993 9:44,55-(584)746-0992,pwelch@school.edu,4
919,Carl,Stanley,3/20/1991 22:46,81-(971)880-3929,cstanley@school.edu,5
920,Doris,Rodriguez,11/30/1994 11:20,33-(324)223-6832,drodriguez@school.edu,3
921,Randy,Brooks,8/24/1987 2:16,850-(496)882-7560,rbrooks@school.edu,4
922,Thomas,Carpenter,1/11/1992 13:40,86-(202)611-3081,tcarpenter@school.edu,3
923,Jacqueline,Ward,6/9/1989 13:12,55-(732)673-7236,jward@school.edu,2
924,Diana,Perez,12/30/1982 16:32,86-(984)682-9462,dperez@school.edu,3
925,Laura,Kelley,10/5/1986 4:36,81-(845)632-9201,lkelley@school.edu,4
926,Ann,Scott,10/8/1980 23:00,86-(114)723-8492,ascott@school.edu,1
927,Ruby,Harvey,3/17/1984 8:08,374-(991)476-8264,rharvey@school.edu,4
928,Eugene,Sims,3/13/1997 18:23,420-(953)268-4803,esims@school.edu,2
929,Julie,Williams,3/19/1996 5:28,386-(642)621-7206,jwilliams@school.edu,4
930,Nicholas,Hughes,7/9/1988 2:59,62-(290)457-0162,nhughes@school.edu,4
931,Brenda,Wood,11/11/1985 20:25,86-(806)185-8956,bwood@school.edu,4
932,Richard,Watkins,12/18/1985 3:22,261-(889)405-5959,rwatkins@school.edu,4
933,Jack,Cox,10/21/1994 21:12,62-(598)332-9184,jcox@school.edu,3
934,Sara,Jones,8/27/1987 21:20,62-(484)271-7212,sjones@school.edu,3
935,Randy,Grant,4/22/1985 10:34,48-(925)773-0317,rgrant@school.edu,5
936,Scott,Hicks,8/15/1984 12:54,86-(373)768-9379,shicks@school.edu,1
937,Beverly,Morris,3/31/1980 22:42,82-(544)879-9645,bmorris@school.edu,2
938,Cynthia,Coleman,10/13/1990 20:07,55-(508)606-8625,ccoleman@school.edu,3
939,Aaron,Evans,1/29/1985 21:22,886-(699)579-0290,aevans@school.edu,1
940,Anthony,Fuller,6/11/1988 11:47,92-(254)182-9719,afuller@school.edu,1
941,Marie,Simpson,10/21/1994 5:01,48-(550)221-4793,msimpson@school.edu,3
942,Mary,Shaw,3/13/1984 22:28,86-(600)982-3732,mshaw@school.edu,2
943,Louis,Duncan,4/3/1984 7:31,267-(600)788-2028,lduncan@school.edu,4
944,Eric,Phillips,3/2/1988 22:52,351-(303)903-9812,ephillips@school.edu,4
945,Karen,Green,2/6/1988 9:53,54-(186)489-3209,kgreen@school.edu,2
946,Carol,Ryan,8/2/1985 18:20,86-(133)116-5952,cryan@school.edu,1
947,Bruce,Myers,8/2/1992 6:33,48-(130)738-2246,bmyers@school.edu,2
948,John,Knight,9/21/1996 15:43,7-(407)409-4154,jknight@school.edu,2
949,Elizabeth,Lawrence,11/17/1996 3:47,299-(813)857-4007,elawrence@school.edu,4
950,Keith,Bailey,6/23/1995 7:21,33-(171)544-2551,kbailey@school.edu,4
